Rank,Sourceid,Title,Type,Issn,SJR,SJR Quartile,H index,Total Docs. (3years),Total Refs.,Total Cites (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Country,Region,Publisher,Coverage,Categories,Year
87,145544,Journal of Semantics,journal,"01675133, 14774593",0.661,Q2,43,55,751,64,55,1.06,68.27,United Kingdom,Western Europe,Oxford University Press,"1982-1986, 1990-2021",Arts and Humanities (miscellaneous) (Q1); Linguistics and Language (Q1); Artificial Intelligence (Q2),2020
91,21100210905,i-Perception,journal,20416695,0.64,Q2,31,248,3378,373,246,1.15,45.04,United Kingdom,Western Europe,SAGE Publications Ltd,2010-2021,Artificial Intelligence (Q2); Ophthalmology (Q2); Experimental and Cognitive Psychology (Q3); Sensory Systems (Q3),2020
92,25621,Journal of Parallel and Distributed Computing,journal,"07437315, 10960848",0.638,Q2,92,592,7213,2310,568,4.43,42.43,United States,Northern America,Academic Press Inc.,1984-2022,Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Artificial Intelligence (Q2); Software (Q2); Theoretical Computer Science (Q2),2020
93,15703,Knowledge and Information Systems,journal,"02191377, 02193116",0.634,Q2,78,407,8042,1568,406,3.38,49.64,United Kingdom,Western Europe,Springer London,2005-2021,Hardware and Architecture (Q1); Artificial Intelligence (Q2); Human-Computer Interaction (Q2); Information Systems (Q2); Software (Q2),2020
94,24306,Digital Signal Processing: A Review Journal,journal,"10954333, 10512004",0.631,Q2,79,593,8386,2191,587,3.83,43.23,United States,Northern America,Elsevier Inc.,1991-2022,"Computer Vision and Pattern Recognition (Q1); Applied Mathematics (Q2); Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Electrical and Electronic Engineering (Q2); Signal Processing (Q2); Statistics, Probability and Uncertainty (Q2)",2020
95,24360,Journal of Intelligent and Robotic Systems: Theory and Applications,journal,"15730409, 09210296",0.631,Q2,82,547,9478,1874,507,3.11,37.46,Netherlands,Western Europe,Springer Netherlands,1988-2021,Industrial and Manufacturing Engineering (Q1); Artificial Intelligence (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Mechanical Engineering (Q2); Software (Q2),2020
96,19294,Journal of Scheduling,journal,10946136,0.63,Q2,64,135,1557,279,129,2.07,33.13,United States,Northern America,Springer New York,1998-2021,Engineering (miscellaneous) (Q1); Artificial Intelligence (Q2); Management Science and Operations Research (Q2); Software (Q2),2020
99,24175,Constraints,journal,"15729354, 13837133",0.624,Q2,46,53,402,129,47,3.13,30.92,Netherlands,Western Europe,Springer Netherlands,1996-2021,Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Discrete Mathematics and Combinatorics (Q2); Software (Q2),2020
100,12795,Perception,journal,"14684233, 03010066",0.619,Q2,94,258,3773,356,240,1.14,43.87,United States,Northern America,SAGE Publications Inc.,1972-2021,Artificial Intelligence (Q2); Ophthalmology (Q2); Experimental and Cognitive Psychology (Q3); Sensory Systems (Q3),2020
101,21100970248,CAAI Transactions on Intelligence Technology,journal,"24686557, 24682322",0.613,Q2,21,79,1545,371,74,5.64,38.63,United Kingdom,Western Europe,John Wiley &amp; Sons Inc.,2017-2021,Computer Networks and Communications (Q1); Artificial Intelligence (Q2); Computer Vision and Pattern Recognition (Q2); Human-Computer Interaction (Q2); Information Systems (Q2),2020
102,21100869486,Computational Visual Media,journal,"20960662, 20960433",0.612,Q2,18,94,1704,269,91,3.23,50.12,China,Asiatic Region,Tsinghua University Press,2015-2021,Computer Graphics and Computer-Aided Design (Q1); Artificial Intelligence (Q2); Computer Vision and Pattern Recognition (Q2),2020
103,21100979314,ACM Transactions on Human-Robot Interaction,journal,25739522,0.602,Q2,11,29,1723,98,25,3.38,74.91,United States,Northern America,Association for Computing Machinery (ACM),2018-2021,Artificial Intelligence (Q2); Human-Computer Interaction (Q2),2020
104,23629,AI Magazine,journal,07384602,0.597,Q2,79,138,970,481,129,1.84,25.53,United States,Northern America,AI Access Foundation,"1984-1986, 1989-2020",Artificial Intelligence (Q2),2020
107,21100868821,Frontiers in Robotics and AI,journal,22969144,0.547,Q2,37,356,11047,1321,348,3.71,53.37,Switzerland,Western Europe,Frontiers Media S.A.,2015-2021,Artificial Intelligence (Q2); Computer Science Applications (Q2),2020
108,21100935201,ACM Transactions on Cyber-Physical Systems,journal,"23789638, 2378962X",0.542,Q2,16,124,1314,417,116,3.12,48.67,United States,Northern America,Association for Computing Machinery (ACM),2017-2021,Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Control and Optimization (Q2); Hardware and Architecture (Q2); Human-Computer Interaction (Q2),2020
111,12886,Cognitive Systems Research,journal,13890417,0.52,Q2,56,348,2906,1321,339,4.07,45.41,Netherlands,Western Europe,Elsevier,1999-2021,Artificial Intelligence (Q2); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3),2020
112,21100922617,Expert Systems with Applications: X,journal,25901885,0.517,Q2,0,0,0,0,0,0.0,0.0,United Kingdom,Western Europe,Elsevier Ltd.,2019-2020,Artificial Intelligence (Q2); Computer Science Applications (Q2); Engineering (miscellaneous) (Q2),2020
113,21101020112,Big Data and Cognitive Computing,journal,25042289,0.511,Q2,18,97,2547,394,95,4.07,65.31,Switzerland,Western Europe,MDPI AG,2017-2021,Artificial Intelligence (Q2); Computer Science Applications (Q2); Information Systems (Q2); Management Information Systems (Q2),2020
114,130113,Cognitive Processing,journal,"16124782, 16124790",0.51,Q2,46,153,3212,251,150,1.58,61.77,Germany,Western Europe,Springer Verlag,2005-2021,Artificial Intelligence (Q2); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3); Medicine (miscellaneous) (Q3),2020
115,21100826426,Internet of Things,book series,"21991073, 21991081",0.509,Q2,15,129,2793,304,10,2.65,54.76,Switzerland,Western Europe,Springer International Publishing AG,"2014, 2016-2021",Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Instrumentation (Q2); Signal Processing (Q2),2020
117,21100824892,"Law, Innovation and Technology",journal,"1757997X, 17579961",0.508,Q2,17,36,0,99,35,1.89,0.0,United Kingdom,Western Europe,Taylor and Francis Ltd.,2009-2021,Law (Q1); Artificial Intelligence (Q2); Computer Science Applications (Q2); Computer Science (miscellaneous) (Q2); Biotechnology (Q3),2020
121,24354,Journal of Automated Reasoning,journal,"15730670, 01687433",0.497,Q2,56,138,2087,287,127,1.7,37.95,Netherlands,Western Europe,Springer Netherlands,1985-2021,Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Software (Q2),2020
124,4900152703,Springer Tracts in Advanced Robotics,book series,"16107438, 1610742X",0.485,Q2,50,227,765,232,46,0.54,15.0,Germany,Western Europe,Springer Verlag,2004-2021,Artificial Intelligence (Q2); Electrical and Electronic Engineering (Q2),2020
125,24774,Knowledge Engineering Review,journal,"14698005, 02698889",0.477,Q2,64,48,1499,132,45,2.61,40.51,United Kingdom,Western Europe,Cambridge University Press,"1984, 1987-2021",Artificial Intelligence (Q2); Software (Q2),2020
131,24806,Neural Processing Letters,journal,"13704621, 1573773X",0.463,Q2,58,538,12718,1675,534,2.86,43.41,Netherlands,Western Europe,Springer Netherlands,1994-2021,Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Software (Q2); Neuroscience (miscellaneous) (Q3),2020
132,21100810658,Paladyn,journal,20814836,0.463,Q2,11,66,1491,164,65,2.4,46.59,Poland,Eastern Europe,De Gruyter Open Ltd.,2016-2021,Artificial Intelligence (Q2); Human-Computer Interaction (Q2); Behavioral Neuroscience (Q3); Cognitive Neuroscience (Q3); Developmental Neuroscience (Q4),2020
135,11700154734,Swarm Intelligence,journal,"19353820, 19353812",0.455,Q2,41,43,773,130,40,3.2,64.42,United States,Northern America,Springer New York,2008-2021,Artificial Intelligence (Q2),2020
139,24358,Journal of Heuristics,journal,"13811231, 15729397",0.437,Q2,67,88,1186,192,86,2.07,33.89,Netherlands,Western Europe,Springer Netherlands,1995-2021,Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Information Systems (Q2); Management Science and Operations Research (Q2); Software (Q2); Control and Optimization (Q3),2020
141,24157,Autonomous Agents and Multi-Agent Systems,journal,"15737454, 13872532",0.432,Q2,72,101,2891,266,100,2.85,52.56,Netherlands,Western Europe,Springer Netherlands,1998-2021,Artificial Intelligence (Q2),2020
142,21100935977,International Journal of Intelligent Robotics and Applications,journal,"23665971, 2366598X",0.432,Q2,16,111,1279,239,101,1.92,31.98,Singapore,Asiatic Region,Springer Singapore,2017-2021,Artificial Intelligence (Q2); Computer Science Applications (Q2),2020
143,21100826286,Fuzzy Information and Engineering,journal,"16168658, 16168666",0.431,Q2,18,91,971,111,91,0.51,32.37,United Kingdom,Western Europe,,2014-2021,Artificial Intelligence (Q2); Control and Systems Engineering (Q2); Industrial and Manufacturing Engineering (Q2); Information Systems (Q2); Management Science and Operations Research (Q2); Applied Mathematics (Q3); Logic (Q3); Theoretical Computer Science (Q3),2020
145,21100893766,Frontiers in ICT,journal,2297198X,0.427,Q2,19,82,32,248,78,2.24,32.0,Switzerland,Western Europe,Frontiers Media S.A.,2014-2020,Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Hardware and Architecture (Q2); Information Systems (Q2); Software (Q2),2020
146,24361,Journal of Intelligent Information Systems,journal,"15737675, 09259902",0.424,Q2,57,148,2543,378,146,2.45,47.09,Netherlands,Western Europe,Springer Netherlands,1992-2021,Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Hardware and Architecture (Q2); Information Systems (Q2); Software (Q2),2020
149,23678,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing: AIEDAM",journal,"08900604, 14691760",0.413,Q3,54,111,1756,229,106,2.11,46.21,United Kingdom,Western Europe,Cambridge University Press,1987-2021,Industrial and Manufacturing Engineering (Q2); Artificial Intelligence (Q3),2020
150,21100901156,Journal of Reliable Intelligent Environments,journal,"21994668, 21994676",0.411,-,14,59,826,116,47,2.26,41.3,Switzerland,Western Europe,Springer International Publishing AG,2015-2021,"Computer Science (miscellaneous) (Q2); Renewable Energy, Sustainability and the Environment (Q3)",2020
155,9500154152,Intelligent Service Robotics,journal,"18612784, 18612776",0.398,Q3,32,85,1689,230,84,3.04,39.28,Germany,Western Europe,Springer Verlag,2008-2021,Computational Mechanics (Q2); Engineering (miscellaneous) (Q2); Mechanical Engineering (Q2); Artificial Intelligence (Q3),2020
158,144749,International Journal of Advanced Robotic Systems,journal,17298806,0.394,Q3,51,725,9445,1596,722,2.01,34.6,United States,Northern America,SAGE Publications Inc.,2004-2021,Software (Q2); Artificial Intelligence (Q3); Computer Science Applications (Q3),2020
159,21100833833,Robotics,journal,22186581,0.39,Q3,26,222,4858,623,215,2.83,44.98,Switzerland,Western Europe,MDPI AG,2012-2021,Mechanical Engineering (Q2); Artificial Intelligence (Q3); Control and Optimization (Q3),2020
160,24357,Journal of Experimental and Theoretical Artificial Intelligence,journal,"13623079, 0952813X",0.389,Q3,45,175,2956,465,171,2.56,49.27,United Kingdom,Western Europe,Taylor and Francis Ltd.,1989-2021,Software (Q2); Artificial Intelligence (Q3); Theoretical Computer Science (Q3),2020
163,21100218522,Biologically Inspired Cognitive Architectures,journal,2212683X,0.383,Q3,21,80,0,161,80,2.1,0.0,Netherlands,Western Europe,Elsevier BV,2012-2018,Artificial Intelligence (Q3); Experimental and Cognitive Psychology (Q3); Cognitive Neuroscience (Q4),2020
164,24173,Connection Science,journal,"13600494, 09540091",0.382,Q3,44,72,955,131,64,1.73,43.41,United Kingdom,Western Europe,Taylor and Francis AS,1989-2021,Software (Q2); Artificial Intelligence (Q3); Human-Computer Interaction (Q3),2020
166,21100301601,ACM Transactions on Interactive Intelligent Systems,journal,"21606463, 21606455",0.381,Q3,35,81,1590,266,78,2.97,69.13,United States,Northern America,Association for Computing Machinery (ACM),2011-2021,Artificial Intelligence (Q3); Human-Computer Interaction (Q3),2020
167,19900191732,Argument and Computation,journal,"19462166, 19462174",0.38,Q3,21,42,741,82,38,1.96,67.36,United Kingdom,Western Europe,IOS Press,2010-2021,Linguistics and Language (Q1); Artificial Intelligence (Q3); Computational Mathematics (Q3); Computer Science Applications (Q3),2020
169,24822,Pattern Analysis and Applications,journal,"1433755X, 14337541",0.378,Q3,58,274,4893,680,274,2.69,44.48,United Kingdom,Western Europe,Springer London,1998-2021,Computer Vision and Pattern Recognition (Q2); Artificial Intelligence (Q3),2020
170,21101019779,Cybersecurity,journal,"20964862, 25233246",0.374,Q3,10,39,1356,153,39,3.92,61.64,United Kingdom,Western Europe,SpringerOpen,2018-2021,Computer Networks and Communications (Q2); Information Systems (Q2); Software (Q2); Artificial Intelligence (Q3),2020
171,21100821307,Applied Computational Intelligence and Soft Computing,journal,"16879724, 16879732",0.371,Q3,15,44,570,122,42,2.79,51.82,Egypt,Africa/Middle East,Hindawi Limited,2016-2021,Computational Mechanics (Q2); Computer Networks and Communications (Q2); Artificial Intelligence (Q3); Civil and Structural Engineering (Q3); Computer Science Applications (Q3),2020
173,23670,Annals of Mathematics and Artificial Intelligence,journal,"15737470, 10122443",0.369,Q3,56,129,2125,171,118,1.08,37.95,Netherlands,Western Europe,Springer Netherlands,1990-2021,Applied Mathematics (Q3); Artificial Intelligence (Q3),2020
177,24185,Expert Systems,journal,"14680394, 02664720",0.365,Q3,41,234,5819,628,224,2.83,45.46,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1984-2021,Control and Systems Engineering (Q2); Artificial Intelligence (Q3); Computational Theory and Mathematics (Q3); Theoretical Computer Science (Q3),2020
186,23737,Computational Intelligence,journal,"08247935, 14678640",0.353,Q3,53,140,4076,311,138,2.62,38.09,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1985-2021,Artificial Intelligence (Q3); Computational Mathematics (Q3),2020
187,21101013582,IEEE Transactions on Games,journal,"24751510, 24751502",0.353,Q3,46,106,1792,321,101,3.34,34.46,United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2018-2021,Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Artificial Intelligence (Q3); Software (Q3),2020
189,13427,Bulletin of the Polish Academy of Sciences: Technical Sciences,journal,"23001917, 02397528",0.35,Q3,44,321,4943,636,318,1.83,31.09,Poland,Eastern Europe,Polish Academy of Sciences,"1983-1988, 2004-2021","Engineering (miscellaneous) (Q2); Artificial Intelligence (Q3); Atomic and Molecular Physics, and Optics (Q3); Computer Networks and Communications (Q3); Information Systems (Q3)",2020
